ing,taas
Oversee,Inkoraav
Overseer,Lahvriiluz
Overtake,Vaarnurel
Overthrow,Vodul
Overwhelm,Vaarnurel
Ow!,Taak
Owe,Fozir
Owl,Hol
Own,Meyar
Own,Laav
Owner,Laviik
Ownership,Laav
Ox,Kalul
Oxymoron,Gakrizar-Rot
Pacification,Gedremend
Pacifist,Dremiik
Pacify,Gedrem
Pack,Tah
Package,Luskaan
Pact,Kiid
Pad,Tusah
Padding,Tusah
Pagan,Wuthrahnuv
Page,Siith
Pain,Faaz
Painful,Faazaal
Paint,Nahin
Paint,Verilir
Painted,Maalutaan
Pair,Ziinmet
Palace,Hofkahsejun
Paladin,Kendaar
Palatable,Yashahaal
Palate,Yashah
Pale,Ruvol
Paleness,Ruvolom
Pallor,Ruvolom
Palm,Milah
Pan,Friisgelt
Pancake,Friisgeltbrot
Panda,Fahmey-Kodaav
Pang,Kaas
Panic,Faast
Pansexual,Pahliinvas
Pantheon,Rahragnavir
Pantry,Kipraav
Pants,Boviir
Paper,Deykraan
Paradigm,Venselor
Paradise,Prudaas
Paradox,Uzgrolein
Paradoxical,Uzgroleinuv
Paragon,Pruzeim
Parallax,Koraavuld
Paralysis,Seyvuzos
Paralyze,Seyvuz
Parapet,Grahangaar
Parasite,Vorenaak
Parasol,Lokluvspaanshul
Paratrooper,Lokrahzun
Parcel,Luskaan
Parchment,Deykraan
Pardon,Krosis
Parent,Lafaan
Parentage,Tiidnavir
Parental,Lafaanuv
Pariah,Govegein
Park,Prez
Parkour,Rustin
Parlay,Skozahrel
Parrot,Zulokraan
Parry,Panor
Parse,Kaafrit
Parsley,Priitor
Part,Malur
Partial,Maluruv
Participate,Aavon
Particle,Malureyd
Particular,Pogukus
Particularly,Suranmiik
Partner,Feliig
Party,Visk
Party,Vervisk
Pass,Rahn
Passable,Virahn
Passage,Rahnd
Passenger,Zorahem
Passion,Smoliin
Passionate,Smolinaal
Passive,Losnaar
Password,Gaatrot
Past,Vortii
Past,Ustiid
Pasta,Surilim
Pastime,Botiid
Pastry,Thalabrot
Pasture,Vasaar
Paternal,Bormahus
Path,Ven
Pathetic,Sahlag
Patience,Prem
Patient,Prem
Patriarch,Bormahrel
Patriarchy,Bormahrel
Patricide,Kriibormah
Patriot,Norkaal
Patrol,Bodein
Patron,Unagein
Patronize,Ahfaraaz
Pattern,Venselor
Patty,Yelsliin
Pauldron,Qahsuld
Pause,Gohiv
Paw,Haan
Pay,Biis
Payment,Sovaat
Pea,Panaan
Peace,Drem
Peaceful,Zodrem
Peacemaker,Dremwahliik
Peacock,Brituft
Peak,Naar
Peanut,Avmaad
Pear,Bizur
Pearl,Kunuk
Peasant,Nivokmun
Pebble,Zegur
Peck,Spek
Peculiar,Sonziik
Peddler,Maltuniik
Pediatrician,Kiir-Vahraniik
Pee,Nevul
Pee,Vernevul
Peek,Malkoraav
Pelt,Kelm
Pen,Pelniir
Pencil,Pelniir
Pendant,Kagaav
Pendulum,Bosgolz
Penetrable,Vikinz
Penetrate,Kinz
Penguin,Vudeym-Lokraan
Peninsula,Norviing
Penis,Maasofaniik
Pentagon,Henreid
Penumbra,Vofunvul
People,Joriin
Peopled,Joraan
Pepper,Beku
Peppery,Bekuhus
Perceive,Fraan
Percent,Koben
Perception,Fraanend
Percolate,Bozeim
Perfect,Tozeinvu
Perfectionist,Tozeinvulaan
Perform,Kosov
Performance,Kosovaat
Perhaps,Aalkos
Peril,Rut
Perilous,Rutkei
Period,Zahtiid
Perish,Saluk
Perishable,Visliiv
Perk,Priizah
Permanence,Tiidnul
Permanent,Tiidnu
Permeable,Vikinz
Permeate,Bozeim
Permission,Orlaavend
Permit,Orlaav
Perpetrator,Vosodiik
Perpetual,Vofrul
Perseverance,Grolah
Persevere,Grolah
Persist,Zuthiir
Persnickety,Pogukus
Person,Jor
Personal,Jormaar
Personality,Edil
Personalize,Genum
Perspective,Silsemiin
Persuadable,Visaakrot
Persuade,Aakrot
Pervade,Nuvey
Pervert,Inhon
Peryite,Krasliivin
Pescetarian,Ikinaan
Pestilence,Vedkrasom
Pestle,Dumoraak
Pet,Rezus
Pet,Rez
Pet,Haalniv
Petite,Prin
Petrified,Zofaasah
Petrify,Seyvuz
Petty,Sahlag
Pew,Pravozah
Pewter,Sahlosiriil
Phantom,Sah
Pharmacist,Hahsekolvasiik
Pharmacologist,Hahsekolvasiik
Pharmacology,Hahsekolvas
Phase,Griid
Pheasant,Lokraas
Philosophical,Fiilosuv
Philosophy,Fiilos
Phoenix,Yolzoor
Phone,Gutzul
,noun
Phony,Nisaad
Photograph,Verdeykrilir
Photograph,Deykrilir
Photographer,Deykriliriik
Photon,Zahkoseydkun
Phrase,Sahgaat
Phychedelic,Hahfiikath
Physical,Kopraanuv
Physics,Hahsebom
Pianist,Ozinveyhaalin
Piano,Ozinveyhaal
Piccolo,Biizlovaas
Pick,Zemqulek
Pickaxe,Vildhahkun
Pickpocket,Vunonhaal
Picture,Ilir
Picturesque,Brilaas
Pie,Brotumkip
Piece,Malur
Pierce,Kinz
Pig,Hiraak
Pigmy,Malnaaz
Pile,Mahkur
Pilgrim,Rahwunduniik
Pilgrimage,Rahwundun
Pill,Vahraanfiit
Pillage,Draazog
Pillar,Haar
Pillow,Uftahin
Pillowcase,Uftahin-Frit
Pilot,Lokuyiz
Pin,Malkinzon
Pinch,Skin
Pine,Galik
Pine,Krosik
Pineapple,Thrinmah
Pinecone,Fruksegalik
Pink,Soqat
Pint,Merak
Pioneer,Diistiik
Pipe,Sunaak
Pirate,Raaviir
Piss,Vernevul
Pistol,Maledun
Pit,Piiv
Pitch,Brak
Pitchfork,Hofkahzof
Pitiful,Sahlag
Pitiless,Iizil
Pity,Aazrii
Pizza,Portavbrot
Place,Ris
Place,Staad
Plague,Vedkrasom
Plain,Vonum
Plain,Pindaar
Plan,Mein
Plane,Sovaar
Planet,Gutlein
Plank,Yelgosvah
Plant,Ahvus
Plasma,Yolosuf
Plaster,Fask-Golz
Plastic,Sehburuk
Plate,Tus
Plateau,Yeldah
Platform,Palaar
Platinum,Malsesilon
Platypus,Aandserk
Play,Kiird
Play,Tinvaatey
Player,Droliik
Playful,Kiirdaas
Playground,Kiirgolt
Plaza,Milgaan
Plea,Laanah
Pleasant,Genazaal
Please,Genaz
Please,Lig
Pleasurable,Lig
Pleasure,Genazend
Pledge,Vaat
Plentiful,Povaan
Plenty,Povaas
Plight,Dezmah
Plot,Mein
Plow,Muldenek
Pluck,Sovitaal
Plum,Biifruk
Plumage,Proviz
Plume,Proviz
Plunder,Nahkuz
Plunderer,Nahkuziik
Plunge,Komah
Pocket,Vurul
Podzol,Kiidenek
Poem,Kahriil
Poet,Kahriik
Poetry,Sonvaak
Point,Mor
Point,Zahd
Poison,Viidost
Poisonous,Zoviidost
Poke,Haalvit
Poker,Deziirukt
Polar,Golkloviik
Pole,Golklov
Poleaxe,Zuthahkun
Police,Thunkodiik
Policeman,Thunkodiik
Polish,Geviin
Polite,Pruzahvun
Politician,Noksenonviik
Politics,Noksenonvul
Pollute,Thokaz
Poltergeist,Kropahzii
Polytheism,Pogaanrah
Polytheistic,Pogaanraal
Pommel,Sahtul
Pond,Malom
Ponderous,Vokodus
Pony,Malkey
Pool,Lomok
Poop,Draaf
Poor,Nivok
Pop,Diipahlom
Pop,Kaap
Popcorn,Yolkern
Poppy,Sososley
Populated,Joraan
Population,Jortokaan
Porn,Viinun
Pornography,Viinun
Port,Staal
Portable,Vahkbrud
Portal,Miiraak
Porter,Brudmun
Portion,Malur
Portrait,Veyloz
Pose,Kosaal
Position,Kostaad
Positive,Kopruzah
Possess,Piraak
Possession,Piraakt
Possibility,Koraas
Possible,Korasaal
Possum,Vulonserk
Post,Luskiit
Pot,Qaav
Potable,Vipiin
Potato,Hopik
,noun
Potent,Piilo
Potential,Zahvos
Potion,Galgur
Pouch,Brulost
Poultry,Slenselok
Pound,Pozik
Pour,Triir
Powder,Pusaas
Powdery,Pusast
Power,Suleyk
,noun
Powerful,Suleykaar
Powerless,Mulnu
Practical,Kostiruv
Practice,Kostir
Practice,Hahtaar
Prairie,Evenik
,noun
Praise,Werid
Prank,Yirtah
Prattle,Vanvaak
Pray,Draal
Prayer,Draan
Preach,Sahvotaak
Precedent,Uskoros
Precious,Fariik
Precise,Uliid
Preciseness,Uliidom
Precision,Uliidom
Predator,Ah
Predicament,Dezmah
Predict,Prodah
Preen,Prozeyv
Prefer,Egnah
Prefix,Aavusrot
Pregnant,Kiiraal
Prelude,Uslovaas
Premeditate,Usukah
Prepare,Rodraan
Preposition,Usris
Preposterous,Wiiv-Balaan
Preschool,Kiir-Mindaziir
Presence,Nuvah
Present,Nutiid
Presently,Das
Preserve,Zahnir
Preset,Prohel
Preside,Raak
President,Priivum
Press,Dahrit
Pressure,Gahfus
Presume,Lorfonaar
Pretend,Kosmey
Pretty,Malbrii
Prevail,Ahkron
Prevent,Nivos
Previous,Usliik
Prey,Niraat
Price,Praz
Priceless,Praznu
Pride,Kah
Prideful,Zokah
Priest,Sonaak
Priestess,Sonaak
Primary,Maag
Primate,Atumun
Prime,Kord
Prince,Kulaan
Princely,Kulaanus
Princess,Kulaas
Princessly,Kulaasus
Print,Deykrilir
Print,Praam
Printer,Ripraamiik
Priority,Diistus
Prism,Yunok
Prison,Grunz
Prisoner,Grunzah
Private,Jormaar
Prize,Uriif
Probability,Grozahom
Probable,Grozah
Probably,Grozah
Problem,Diron
Problematic,Dironzaar
Procedure,Krodren
Proceed,Ativut
Process,Krodren
Proclaim,Kopiraan
Proclamation,Kopirot
Procreate,Verkiir
Prodigy,Lotkiiv
Produce,Ter
Producer,Aafuriik
Product,Aafurid
Production,Aafurid
Productive,Ativutaal
Profession,Krotz
Profit,Yuldofaal
Profligacy,Paaksov
Profligate,Paaksov
Profuse,Pogahko
Program,Virlaan
Programmer,Rikuthin
Progress,Ativut
Progression,Murahv
Progressive,Ativutaal
Projectile,Kuyizaat
Prolong,Gelingrah
Promise,Kaat
Promote,Ativaal
Prompt,Kusil
Pronounce,Rot-Komeyt
Pronunciation,Rot-Komeyt
Proof,Gevahzin
Propel,Kuyiz
Proper,Prudaav
Property,Piraakt
Prophecy,Qostiid
Prophet,Qosaar
Prophetic,Qostiiduv
Prosper,Lahniv
Prosperity,Pruzahlaas
Prosperous,Pruzahlaas
Prostitute,Wiizaan
Prostrate,Tumbonaar
Protect,Jaaril
Protrude,Dikinz
Proud,Zokah
Prove,Gevahzen
Proverb,Vahzensaag
Provide,Birgah
Province,Nor
Provision,Birgahniir
Provoke,Drunkoros
Prowess,Kriinhus
Pry,Kropah
Psychedelicism,Hahfiikath
Psychiatrist,Hahvahraniik
Psychic,Nahgah
Psychologist,Hahprustiik
Psychology,Hahsoksehah
Pub,Snol
Puberty,Naramriin
Public,Jormah
Publicity,Jormah
Pudding,Hespaagliik
Puddle,Lomok
Pufferfish,Suniivikin
Puke,Vodiivon
Pull,Donth
Pull,Sovit
Pulsar,Prusfil
Pulse,Vulz
Pump,Giiriz
Pumpkin,Budlaak
Pun,Rotmindol
Punch,Baag
Punctuate,Pelzahd
Punctuation,Pelzahd
Puncture,Kinz
Punish,Pentaar
Punishment,Pentaar
Pup,Dokraas
Pupil,Mindaziik
Puppet,Nukaas
Puppy,Dokraas
Purchase,Bir
Pure,Ruv
Purgatory,Nilzaar
Purge,Nilz
Purification,Nilz
Purify,Nilz
Purple,Jen
Purpose,Nuft
Purposeful,Zonuft
Purr,Kaazul
Purse,Yulvid
Pursue,Niivut
Pursuer,Nivutiik
Pursuit,Kusah
Push,Dah
Put,Ris
Puzzle,Burzah
Pyramid,Bu'ul
Pyre,Agnaar
Pyrite,Yulmey
Pyromaniac,Yolokaliin
Python,Siison
,noun
Quadrilateral,Hireid
Quadruple,Hiran
Quail,Nufost
Quake,Motaad
Qualification,Grind-Huvut
Qualify,Grind-Huvut
Quality,Koziir
Quandary,Jeykiiv
Quantity,Waarth
,noun
Quarrel,Keinul
Quart,Lit
Quarter,Hirkis
Quartet,Hirdopaan
Quartz,Kazaar
Quasar,Kruziikun
Quaternary,Hirven
Queen,Jud
Queenly,Judus
Queer,Sonziik
Quell,Krun
Queller,Kruniik
Quench,Krun
Quencher,Kruniik
Querist,Laniik
Query,Laan
Quest,Wund
Question,Laan
Questioner,Laniik
Quick,Nel
Quicken,Genel
Quickness,Nelom
Quicksand,Draaklo
Quicksilver,Viinazil
Quiet,Stiild
Quiet,Stiildus
Quill,Pelniir
Quince,Bizuryuv
Quit,Sahto
Quite,Peh
Quitter,Sahtod
Quiver,Olg
Quiz,Laniid
Quorum,Grindaaris
Quota,Mulhaan-Waarth
Quote,Virot
Rabbit,Kaviir
Rabid,Felhah
Rabies,Felhahlun
Raccoon,Godaan
Race,Reyliik
Race,Tusron
Racer,Tusroniik
Races,Reyliik
Racism,Reyliikun
Rack,Hiilah
Radar,Lokyah
Radiance,Uraan
Radiant,Uraniik
Radiation,Bodukaag
Radii,Hefyavve
Radio,Zulkronimaar
Radioactive,Bodukagaal
Radius,Hefyaav
Raft,Yelvaad
Rafter,Vokielkriist
Rag,Dubah
Rag,Thokriiv
Rage,Rahgol
Raid,Kuzol
Railroad,Dolkeyven
Rain,Lokluv
,noun
Rainbow,Lokluvfahin
Raindrop,Lokluv
Rainforest,Lufeykro
Rainy,Lokluvus
Raise,Wahl
Raised,Wahlaan
Raisin,Shuldruf
Rake,Raxzuth
Ram,Vaak
Ran,Ru
Random,Zixiir
Randomness,Zixiirom
Range,Rovit
Ranger,Roviik
Rank,Leyk
Rankle,Rahgaan
Ransom,Shirun
Rape,Qavolaan
Rapid,Neltiid
Rapier,Kortuz
Rapist,Qavolaniik
Rare,Num
Rarefaction,Vopogaad
Rarefy,Vopogaad
Rarely,Lovuneh
Rasp,Klozul
Raspberry,Soqatogah
Rat,Serk
Rate,Waarth
Rather,Milaar
Ratio,Waarth
Rattle,Motaak
Rattler,Motakiid
Ravage,Modokraan
Ravager,Modokriid
Rave,Hevaak
Raven,Ruvaak
Ravenous,Dunahkei
Ravine,Korosin
Raw,Gren
Ray,Bokun
Raze,Aldol
Razor,Vum-Tuz
Razor,Alzit
Reach,Hiiv
React,Tahmus
Reaction,Tahmusend
Read,Etaak
Reader,Etakiid
Ready,Nuk
Real,Saad
Realign,Ortahlon
Realism,Saadom
Reality,Saadom
Realization,Emtiind
Realize,Emtiin
Realm,Suleyksejun
Realm,Deylok
Realness,Saadom
Reap,Nadriin
Reaper,Sahvoz
Reapply,Orpeylaan
Rear,Akor
Rearrange,Ordevaak
Reason,Dahrin
Reasonable,Dahrinaal
Reaver,Uroksvaal
Rebar,Wahlaangelt
Rebel,Vax
Rebellion,Keiz
Rebellious,Vaxei
Rebirth,Orkiindah
Reborn,Orkiin
Rebuild,Orwahl
Recall,Lorvod
Recant,Duvaat
Recapture,Orpoltor
Recede,Votivut
Receive,Ofaal
Receiver,Ofaalin
Recent,Fautiid
Reception,Ofaalend
Recessive,Votivutaal
Recipe,Uskriif
Reciprocate,Daaltun
Reciprocation,Daaltun
Reciprocity,Daaltun
Recite,Kovaat
Reckless,Huznu
Reckon,Ned
Recognise,Mindrus
Recognize,Mindrus
Recollect,Lorvod
Recollection,Tiidahmaan
Recollection,Lorvod
Recombine,Orhilk
Reconnaissance,Lingrahmiin
Reconnect,Orgevoth
Reconsider,Ormiinahsul
Record,Vertal
Record,Umaak
Recount,Kofun
Recover,Orofaal
Recreate,Orwahl
Recruit,Seiraknid
Recruit,Zahvraan
Rectal,Reymuv
Rectangle,Hireid
Rectify,Folov
Rectum,Reym
,noun
Red,Sahqo
Redden,Gesahqo
Redeclare,Orkopiraan
Redeem,Orbalaan
Redemption,Orbalaan
Redesign,Orkomiin
Redguard,Sahqomun
Redo,Dro
Redoubt,Frulrunir
Redundant,Zukpraagek
Redwood,Sahqoreyth
Reed,Sunaak
Reek,Riig
Refer,Nenvaar
Reference,Vernenfah
Refill,Orjahrii
Refine,Vet
Reflect,Jokaar
Reflection,Jokaar
Refrain,Forgen
Refrigerator,Krahoskad
Refuge,Dremjaar
Refugee,Bovultiin
Refusal,Volaav
Refuse,Taavin
Refuse,Volaav
Regain,Orofaal
Regalia,Nonvulriiv
Regard,Ned
Regency,Mulimaar
Regenerate,Yolir
Regeneration,Yolirend
Regent,Fruljun
Regicide,Kriijun
Regime,Relmaar
Regiment,Ronax
Region,Paan
Regress,Votivut
Regressive,Votivutaal
Regret,Groso
Regretful,Grosokei
Regrow,Yolir
Regrowth,Yolirend
Regular,Qurnen
Regulate,Qurnenah
Regurgitate,Vodiivon
Reheat,Oryos
Reign,Rel
Reignite,Oryol
Reincarnation,Orkopraanzii
Reins,Stizniir
Reject,Volaav
Rejected,Duyiiv
Rejection,Volaav
Rejoice,Frahjiik
Rejuvenate,Vokrii
Rekindle,Oryol
Relate,Ahlon
Related,Fron
Relation,Ahlond
Relations,Ahlond
Relationship,Ahlondein
Relative,Fron
Relax,Krisiiv
Release,Gaar
Relent,Vaar
Reliable,Visrivun
Relic,Tholaar
Relief,Juskov
Relight,Oryol
Religion,Rahlun
Religious,Rahlunkei
Relish,Genaas
Relive,Orlahney
Reload,Orklad
Rely,Rivun
Remade,Orkiin
Remain,Reyzan
Remainder,Reyziin
Remains,Reyziin
Remake,Orwahl
Remark,Ofunlor
Remedy,Folov
Remember,Dahmaan
Remembered,Dahmin
Remembrance,Dahmaar
Remind,Orah
Reminder,Siinorah
Reminiscent,Dahmiik
Remix,Orhilk
Remnant,Reyziin
Remote,Hud
Removal,Govend
Remove,Govey
Rename,Orfaan
Rend,Kroz
Render,Mur
Renegade,Vax
Renew,Yolir
Renewal,Yolirend
Renounce,Duvaat
Renown,Kahfaan
Renowned,Mindokin
Reopen,Orbex
Reorder,Ortahlon
Reorganize,Orvorstaal
Repair,Vokren
Repay,Orbiis
Repeat,Zuvir
Repent,Kogroso
Repetitive,Zuviraal
Rephrase,Orot
Replace,Oris
Reply,Fahraal
Report,Tal
Report,Vertal
Represent,Nirkaanon
Representation,Nirkaanond
Reprisal,Daalnos
Reproduce,Verkiir
Reproduction,Fotiid
Reproductive,Liinvas
Reptile,Vriid
Reptilian,Vriiduv
Repurpose,Orbrah
Repute,Kuluft
Request,Laan
Request,Laan
Requester,Laniik
Requiem,Praanlovaas
Require,Huvut
Requirement,Huvutaat
Resay,Orsaag
Rescue,Bahvit
Research,Yahmindos
Researcher,Vahzen-Tovitaan
Resemble,Medkoraav
Reserve,Zahnir
Reservoir,Wahlom
Resew,Orosul
Reside,Kolahney
Residence,Hofkah
Resident,Kolahniik
Residual,Rukoruv
Residue,Rukor
Resilience,Mulaan
Resist,Vogahvon
Resistance,Vogahriin
Resolute,Maankir
Resolve,Maankiraak
Resolved,Maankir
Resonate,Niirah
Resource,Rahzaas
Resourceful,Zorahzaas
Respark,Oryol
Respect,Fir
Respectable,Ufir
Respectful,Zofir
Respite,Praaz
Respond,Fahraal
Response,Fahraal
Responsibility,Vahlokeyv
Responsible,Vahlokeyvaal
Rest,Praan
Restart,Orgon
Restate,Orsaag
Restless,Laagnu
Restoration,Vokriind
Restore,Vokrii
Restrain,Morkon
Restrainer,Morkoniid
Restraint,Morkonin
Restrict,Begron
Restroom,Shunstaad
Result,Droz
Resume,Fahbo
Resurrection,Vokriind
Resurrectionist,Vokriid
Retake,Orofaal
Retaliate,Daalnos
Retaliation,Daalnos
Rethink,Ormiinahsul
Retire,Nurvim
Retreat,Votivut
Retribution,Ropentaar
Return,Daal
Reunify,Orvegein
Reunite,Orgein
Reuse,Orbrah
Revanant,Ziigrahdaal
Reveal,Genun
Revel,Genaas
Revelation,Nunaakun
Revenge,Nahkriin
Revere,Hahlot
Review,Orfrolok
Revive,Vokrii
Revoke,Voprel
Revolt,Keiz
Revolution,Keiz
Revolve,Kenlok
Reward,Urid
Rewind,Ortolaak
Reword,Orot
Rewound,Ortolaak
Rewrite,Orpel
Rhetoric,Lortaan
Rhyme,Ritir
Rhythm,Razaan
Rib,Kesk
Ribbon,Ritrin
Rice,Hiison
Rich,Saavir
Rickety,Mahus
Rid,Govir
Riddle,Hahkreh
Ride,Zor
Rider,Zoriik
Ridge,Drul
Ridiculous,Wiiv-Balaan
Rifle,Ah-Thulzun
Rift,Raf
Riften,Gravunlom
Right,Viilut
Right,Qaar
Right,Folov
Righteous,Folovar
Rightness,Kruzikaar
Rigorous,Zograv
Rigorously,Zogravaar
Rim,Burdah
Ring,Prenlon
Rinse,Riiz
Riot,Keiz
Rip,Vaaz
Ripe,Fol
Ripeness,Folom
Ripple,Folul
Rise,Alok
Risk,Daak
Risk,Krilon
Ritual,Stroh
Ritual,Revkoronuv
Rival,Ronit
Rival,Roniik
Rivalry,Ronitmaar
River,Rath
Road,Strah
Roar,Rein
Roast,Frist
Rob,Meyvit
Robber,Meyvitaan
Robbery,Gahrot
Robe,Qiiraz
Robes,Onikriiv
Robin,Yolgeytviing
Robot,Geltlaas
Rock,Vild
Rock,Seyl
Rocket,Yolfusgelt
,noun
Rockslide,Golmah
Rocky,Vildus
Rodent,Omvol
Roe,Luzikin
Rogue,Meyvitaan
Role,Malun
Roll,Fuskah
,noun
Roof,Kav
Rookie,Seiraknid
Room,Weyt
Rooster,Rokmah
Root,Rum
Rootless,Rumnu
Rope,Matah
Rorikstead,Rorikhofkah
Rosary,Fahludraal
Rose,Peyt
Rot,Liivor
Rotate,Kenlir
Rotten,Liivoraan
Rough,Klofraan
Round,Kenlokus
Rouse,Ziig
Rout,Graan
Row,Pluz
Row,Rei
Rowboat,Pluzvaad
Royal,Dulsosaal
Royalty,Dulsos
Rubble,Mahrol
Ruby,Dovahmiin
Rude,Vopruzahvun
Rug,Sevmah
Ruin,Gral
Rule,Rel
Ruler,Rel
Rum,Sijum
Rumble,Motaad
Rumor,Vaaruk
Run,Ru
Rune,Sik
Runestone,Sigolz
Runner,Rukaan
Ruse,Mindolo
Rush,Asnir
Rust,Doliiv
Rusty,Doliivus
Ruthless,Vaarnu
Saber,Krelzahkrii
Sabre,Ziinkriftuz
,noun
Sack,Nahkuz
Sacrament,Zeinsuleyk
Sacred,Revak
Sacrifice,Zahrahmiik
Sad,Tiiraaz
Sadden,Getiiraaz
Saddle,Nokur
Sadism,Aus-Jiik
Sadness,Tiiraazom
Safe,Tahriik
Safeguard,Spaal
Safeness,Tahriik
Safety,Tahriik
Sag,Juros
Saga,Lingrahtey
Sage,Tirdun
Said,Saag
Sail,Saat
Sailor,Saatiik
Saint,Rahun
Sake,Giif
Salable,Visolgah
Salamander,Yolgonis
Salmon,Rathikin
Salt,Zal
Salty,Zalus
Salutation,Qiilaanzin
Salute,Qiilaanzin
Salvation,Savend
Same,Rinis
Sanctify,Gerevak
Sanction,Pentaaz
Sanctuary,Gaard
Sanctum,Revakaad
Sand,Klo
Sandal,Gosvahkot
Sandpaper,Klodeykraan
Sandstone,Sosgol
Sandstorm,Klostrun
Sandwich,Brotaan
Sandy,Klohus
Sane,Rohah
Sanguinary,Sosahlos
Sanguine,Sahqosos
Sanity,Rohah
Sap,Reythsos
Sapling,Reythkiir
Sapphire,Logolz
Sappy,Reythsosus
Sarcasm,Yirt-Vahzen
Sarcastic,Yirt-Vahzah
Sarcophagus,Slenaakin
Sardine,Malikin
Sat,Praal
Satellite,Gutlokmiin
Satisfactory,Gemoguraal
Satisfy,Gemogur
Saturday,Strunsul
Sauce,Ezil
Sausage,Avtoknun
Savage,Bruniik
Savageness,Brunikaar
Savagery,Brunikaar
Savanna,Nahpindaar
Savant,Mindokah
Save,Sav
Savior,Saviik
Savor,Koviriis
Savour,Koviriis
Savvy,Nulaar
Saw,Worax
Sawmill,Woraxpund
Say,Saag
Saying,Sahgaat
Scabbard,Frit
Scaffold,Musgiir
Scald,Ahgon
Scale,Ruknaar
Scale,Vrii
Scalp,Klovpiit
Scalpel,Zosoviis-Tuz
Scaly,Vriilus
Scamp,Skur
Scamper,Ruskir
Scant,Malaas
Scar,Skein
Scarce,Malaas
Scarcely,Nuth
Scare,Gefaas
Scarecrow,Olm-Gefaasiik
Scared,Faas
Scarf,Rusriiv
Scarlet,Sahqos
Scathe,Ahraan
Scatter,Volahvraan
Scavenge,Tovitah
Scene,Vetgar
Scenery,Fahzon
Scenic,Lunbrii
Scent,Sahlon
Scented,Sahlonaal
Sceptical,Zogrit
Scepticism,Grit
Schadenfreude,Aus-Jiik
Schedule,Meintiid
Schematic,Kolzakiiv
Scheme,Virlaan
Scherzando,Yirtlovaasus
Scherzo,Yirtlovaas
Schism,Krenok
Scholar,Mindokah
Scholarship,Mindaziikein
School,Hahsok
Schooner,Malveysun
Science,Mindaas
Scientist,Mindokah
Scimitar,Krelzahkrii
Scintillate,Dortiis
Scissors,Veydraat
Scold,Lahk
Scorch,Parok
Score,Jusktii
Scorecard,Jusktiishaal
Scorn,Beyn
Scorned,Beyn
Scorpion,Pusonin
Scoundrel,Vaarun
Scourge,Skah
Scout,Roviik
Scout,Rovit
Scowl,Fiivut
Scrap,Dahst
Scrap,Dahstin
Scrape,Ahkrol
Scratch,Klor
Scratchless,Klornu
Scream,Marzu
Screech,Marzu
Screen,Spiin
Screw,Tolakniir
Scribble,Binrut
Scribe,Peliik
Script,Kuld
Scriptorium,Pelorun
Scripture,Rahdey
Scroll,Dey
Scrub,Sozkul
Scry,Lostiid
Sculpture,Baasegolz
Scum,Banaak
Scurry,Ruskir
Scythe,Krezah
Sea,Okaaz
,noun
Seal,Strin
Seal,Kovolkniir
Seam,Osleyt
Seamstress,Osuliik
Search,Tovit
,noun
Searcher,Tovitaan
Season,Evgir
Seasonal,Evgiruv
Seat,Praal
Seaweed,Veydosebriin
Second,Ziist
Second,Draaz
,noun
Secondary,Ziinven
Secrecy,Sovenom
Secret,Soven
Secretary,Pelein
Secrete,Godun
Secretion,Godun
Secretion,Bosmoliin
Section,Malur
Secunda,Nahkorah
Secure,Kogur
Secureness,Kogurom
Security,Kogurom
Sedate,Laagdrun
Sedative,Laagdrun
Seduce,Vahlii
Seduction,Vahliind
See,Koraav
Seed,Maas
Seedless,Maasnu
Seek,Yah
Seeker,Tovitaan
Seem,Fon
Seen,Nun
Seer,Koraaviik
Seethe,Domor
Seize,Kuz
Seizure,Kuz
Seldom,Lovuneh
Self,Meyar
Self-Harm,Meyar-Ahraan
Self-respect,Meyfir
Selfish,Maruv
Selfishness,Maruvom
Selfless,Meyarnu
Selflessness,Meyarnu
Sell,Solgah
Sellable,Visolgah
Seller,Solgaaz
Semen,Maassemun
Semi-Canon,Sonoron
Send,Fid
Senile,Wuth-Liivrah
Sensation,Honahlaat
Sense,Honah
Senseless,Goltnu
Sensitive,Muhonah
Sensual,Slenuv
Sentence,Gronzul
Sentient,Hahulaan
Sentiment,Pruvos
Sentimental,Pruvosaal
Sepal,Rostaam
Separate,Krenok
Separation,Krenok
September,Silyol
Septim,Yuld
Sepulcher,Malqoth
Sepulchre,Malqoth
Serenade,Fridirlovaas
Serendipity,Grozeindez
Serene,Zodremhah
Serenity,Dremhah
Serial,Boriigaar
Serious,Graav
Sermon,Sahvotaak
Serpent,Vith
Serpentine,Vithuv
Serrated,Kahnzon
Servant,Aar
Serve,Aam
Server,Rizulvoth
Service,Ahmik
Servile,Untaar
Servitude,Zaamhus
Set,Det
Set,Hel
Settle,Feymah
Settlement,Feymahorun
Settler,Feymahiik
Seuter,Dezsom
Seven,Zud
Sever,Kliiz
Several,Pogaat
Severe,Vidaat
Severeness,Vidaat
Severity,Vidaat
Sew,Osul
Sex,Veiliin
Sex,Liin
Sexual,Liinvas
Sexy,Liinus
Shack,Qiiv
Shackle,Sken
Shade,Gevul
Shade,Hokzii
Shadow,Vokun
Shadowscale,Vokunkiin
Shadowy,Vokunus
Shake,Motaad
Shaky,Mahus
Shall,Fent
